Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
REG102067,25-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,4
REG102068,06-01-2023,2023,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998,1,1
REG102069,09-03-2023,2023,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Kia,EV,BS6,0,8,1
REG102070,22-01-2021,2021,West Bengal,Durgapur (WB-40),LCV,Mini Truck,Tata Motors,Diesel,BS6,2956,15,3
REG102071,16-12-2021,2021,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,Petrol,BS6,100,2,3
REG102072,19-02-2021,2021,Rajasthan,Ajmer (RJ-01),2W,Scooter,KTM,EV,BS6,0,2,3
REG102073,15-02-2020,2020,Telangana,Warangal (TS-03),2W,Motorcycle,Hero,EV,BS6,0,2,4
REG102074,25-10-2024,2024,Madhya Pradesh,Bhopal (MP-04),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,3,0
REG102075,20-07-2019,2019,Maharashtra,Nagpur (MH-31),2W,Moped,Ather,Petrol,BS4,125,2,5
REG102076,29-01-2022,2022,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,Petrol,BS6,200,2,2
REG102077,15-07-2024,2024,Uttar Pradesh,Allahabad (UP-70),LCV,Pickup Van,Force Motors,Diesel,BS6,2956,15,0
REG102078,25-10-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Suzuki,Petrol,BS6,160,2,3
REG102079,05-06-2024,2024,Gujarat,Vadodara (GJ-06),4W,MUV,Honda,Diesel,BS6,1462,6,0
REG102080,07-03-2020,2020,Punjab,Jalandhar (PB-08),2W,Scooter,Ola Electric,Petrol,BS6,125,2,4
REG102081,20-04-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,250,2,0
REG102082,11-12-2023,2023,Madhya Pradesh,Indore (MP-09),HCV,Trailer,MAN,Diesel,BS6,4998,1,1
REG102083,18-12-2023,2023,Madhya Pradesh,Ujjain (MP-13),LCV,Light Bus,Tata Motors,Diesel,BS6,2523,15,1
REG102084,20-10-2019,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,CNG,BS4,250,2,5
REG102085,24-08-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,Petrol,BS6,125,2,1
REG102086,18-01-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,150,2,3
REG102087,17-05-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Renault,Diesel,BS6,1598,8,3
REG102088,28-10-2023,2023,Kerala,Thrissur (KL-08),HCV,Trailer,BharatBenz,Diesel,BS6,5660,32,1
REG102089,21-07-2022,2022,Delhi,Delhi West (DL-08),HCV,Tanker,Volvo,Diesel,BS6,6700,52,2
REG102090,10-02-2024,2024,Telangana,Karimnagar (TS-01),HCV,Truck,BharatBenz,Diesel,BS6,4998,32,0
REG102091,06-06-2021,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,EV,BS6,0,2,3
REG102092,22-10-2021,2021,Karnataka,Hubli (KA-25),2W,Scooter,Ola Electric,Petrol,BS6,250,2,3
REG102093,11-03-2018,2018,Uttar Pradesh,Agra (UP-80),LCV,Mini Truck,Tata Motors,Diesel,BS4,2956,12,6
REG102094,27-01-2019,2019,Kerala,Kollam (KL-02),OTH,Crane,TAFE,Diesel,BS4,5660,52,5
REG102095,08-06-2021,2021,Punjab,Ludhiana (PB-10),2W,Motorcycle,Suzuki,Petrol,BS6,150,2,3
REG102096,23-02-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,EV,BS6,0,3,1
REG102097,10-02-2020,2020,Telangana,Hyderabad (TS-09),3W,Tempo,TVS,CNG,BS6,250,7,4
REG102098,02-12-2020,2020,Telangana,Karimnagar (TS-01),2W,Moped,Royal Enfield,Petrol,BS6,160,2,4
REG102099,30-11-2021,2021,Kerala,Kochi (KL-07),2W,Moped,KTM,Petrol,BS6,350,2,3
REG102100,13-01-2024,2024,Maharashtra,Mumbai Central (MH-01),3W,Tempo,Piaggio,EV,BS6,0,6,0
REG102101,24-07-2019,2019,Kerala,Kochi (KL-07),2W,Scooter,KTM,EV,BS4,0,2,5
REG102102,24-01-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,200,2,0
REG102103,04-12-2021,2021,Tamil Nadu,Salem (TN-30),HCV,Truck,Tata Motors,Diesel,BS6,3760,1,3
REG102104,06-04-2019,2019,Maharashtra,Pune (MH-12),3W,Tempo,Piaggio,Petrol,BS4,250,6,5
REG102105,20-12-2020,2020,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,Petrol,BS6,110,2,4
REG102106,18-01-2022,2022,Delhi,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,225,3,2
REG102107,14-01-2023,2023,Delhi,Delhi North (DL-04),4W,SUV,Tata Motors,Diesel,BS6,1197,8,1
REG102108,16-12-2023,2023,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,Petrol,BS6,150,2,1
REG102109,25-09-2023,2023,Delhi,Delhi East (DL-02),2W,Moped,KTM,Petrol,BS6,0,2,1
REG102110,01-07-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,CNG,BS6,150,2,1
REG102111,22-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Ather,Petrol,BS6,110,2,0
REG102112,03-03-2021,2021,Maharashtra,Aurangabad (MH-20),OTH,Tractor,Escorts,Diesel,BS6,0,2,3
REG102113,30-06-2020,2020,Delhi,Delhi North (DL-04),2W,Motorcycle,KTM,Petrol,BS6,400,2,4
REG102114,11-08-2023,2023,Delhi,Delhi South (DL-09),4W,Sedan,Hyundai,Diesel,BS6,1498,7,1
REG102115,19-12-2020,2020,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Royal Enfield,Petrol,BS6,125,2,4
REG102116,10-05-2023,2023,Tamil Nadu,Coimbatore (TN-37),HCV,Truck,MAN,Diesel,BS6,4998,32,1
REG102117,27-07-2023,2023,Telangana,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,100,2,1
REG102118,05-05-2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,SUV,Mahindra,Diesel,BS6,2179,6,1
REG102119,23-02-2023,2023,Karnataka,Bangalore Central (KA-01),4W,SUV,Honda,EV,BS6,0,5,1
REG102120,15-06-2019,2019,West Bengal,Durgapur (WB-40),2W,Moped,Royal Enfield,Hybrid,BS4,125,2,5
REG102121,27-05-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,TVS,Petrol,BS6,250,2,1
REG102122,22-05-2019,2019,Delhi,Delhi South (DL-09),4W,MUV,Toyota,Diesel,BS6,2179,5,5
REG102123,14-02-2023,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,TVS,EV,BS6,0,2,1
REG102124,19-10-2022,2022,Kerala,Kozhikode (KL-11),2W,Moped,Yamaha,Petrol,BS6,110,2,2
REG102125,03-07-2022,2022,Punjab,Jalandhar (PB-08),4W,Sedan,Skoda,Diesel,BS6,1197,5,2
REG102126,08-12-2022,2022,West Bengal,Kolkata (WB-01),4W,Hatchback,Kia,Petrol,BS6,800,5,2
REG102127,20-10-2021,2021,Punjab,Jalandhar (PB-08),2W,Moped,Honda,Petrol,BS6,150,2,3
REG102128,21-08-2022,2022,Kerala,Thrissur (KL-08),LCV,Light Bus,Force Motors,Diesel,BS6,0,9,2
REG102129,29-04-2022,2022,Punjab,Patiala (PB-11),3W,Auto Rickshaw,Piaggio,Diesel,BS6,200,7,2
REG102130,22-10-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Hero,EV,BS6,0,2,0
REG102131,16-04-2020,2020,Telangana,Khammam (TS-07),3W,Tempo,Mahindra,Diesel,BS6,250,3,4
REG102132,10-12-2020,2020,Karnataka,Belgaum (KA-22),2W,Scooter,Yamaha,Petrol,BS6,0,2,4
REG102133,05-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Motorcycle,TVS,Petrol,BS6,200,2,4
REG102134,26-05-2022,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,TVS,CNG,BS6,0,3,2
REG102135,06-10-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Ather,EV,BS6,0,2,3
REG102136,02-08-2024,2024,West Bengal,Siliguri (WB-73),2W,Scooter,Ola Electric,EV,BS6,0,2,0
REG102137,06-05-2018,2018,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,Petrol,BS4,200,2,6
REG102138,17-10-2021,2021,Rajasthan,Jodhpur (RJ-19),3W,Auto Rickshaw,Atul Auto,Petrol,BS6,0,7,3
REG102139,23-12-2021,2021,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Ola Electric,EV,BS6,0,2,3
REG102140,02-04-2022,2022,Delhi,Delhi West (DL-08),2W,Moped,Yamaha,EV,BS6,0,2,2
REG102141,03-06-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS6,150,2,1
REG102142,31-07-2021,2021,Karnataka,Hubli (KA-25),4W,SUV,Skoda,Diesel,BS6,1968,6,3
REG102143,06-06-2023,2023,Gujarat,Vadodara (GJ-06),4W,SUV,Mahindra,Petrol,BS6,1000,8,1
REG102144,26-04-2022,2022,Punjab,Patiala (PB-11),4W,Sedan,Kia,Petrol,BS6,1498,8,2
REG102145,25-04-2022,2022,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Kinetic Green,EV,BS6,0,7,2
REG102146,08-12-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Moped,KTM,CNG,BS6,400,2,0
REG102147,19-10-2020,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Hyundai,Petrol,BS6,2179,6,4
REG102148,28-06-2021,2021,Maharashtra,Pune (MH-12),2W,Scooter,Hero,EV,BS6,0,2,3
REG102149,20-01-2024,2024,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,Petrol,BS6,150,2,0
REG102150,17-03-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Moped,Suzuki,Petrol,BS6,0,2,3
REG102151,10-03-2024,2024,Delhi,Delhi South (DL-09),2W,Motorcycle,TVS,CNG,BS6,110,2,0
REG102152,08-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Yamaha,EV,BS6,0,2,1
REG102153,20-10-2024,2024,Punjab,Amritsar (PB-02),4W,MUV,Maruti Suzuki,CNG,BS6,1462,5,0
REG102154,24-04-2021,2021,Gujarat,Vadodara (GJ-06),4W,Sedan,Kia,EV,BS6,0,5,3
REG102155,27-07-2024,2024,Delhi,Delhi South (DL-09),4W,Hatchback,Mahindra,Petrol,BS6,1197,6,0
REG102156,02-12-2021,2021,Maharashtra,Pune (MH-12),2W,Scooter,Royal Enfield,Petrol,BS6,110,2,3
REG102157,12-12-2022,2022,Maharashtra,Nagpur (MH-31),2W,Scooter,Ola Electric,Petrol,BS6,250,2,2
REG102158,19-10-2023,2023,Telangana,Hyderabad (TS-09),2W,Moped,Yamaha,CNG,BS6,160,2,1
REG102159,13-08-2023,2023,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,MAN,Diesel,BS6,5660,1,1
REG102160,20-03-2024,2024,West Bengal,Durgapur (WB-40),2W,Motorcycle,Royal Enfield,Petrol,BS6,150,2,0
REG102161,05-08-2022,2022,Telangana,Nizamabad (TS-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700,32,2
REG102162,16-11-2019,2019,Tamil Nadu,Salem (TN-30),4W,Sedan,Mahindra,Petrol,BS4,1462,5,5
REG102163,27-04-2020,2020,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ola Electric,Petrol,BS6,100,2,4
REG102164,10-12-2023,2023,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,250,2,1
REG102165,08-11-2020,2020,West Bengal,Durgapur (WB-40),HCV,Truck,BharatBenz,Diesel,BS6,0,32,4
REG102166,29-01-2023,2023,Rajasthan,Jodhpur (RJ-19),LCV,Mini Truck,Mahindra,Diesel,BS6,2523,9,1
REG102167,18-05-2020,2020,Delhi,Delhi South (DL-09),4W,SUV,MG,Petrol,BS6,1197,5,4
REG102168,09-01-2023,2023,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ola Electric,CNG,BS6,110,2,1
REG102169,12-08-2024,2024,West Bengal,Howrah (WB-13),HCV,Bus,Volvo,Diesel,BS6,6700,32,0
REG102170,14-06-2023,2023,Madhya Pradesh,Ujjain (MP-13),3W,Auto Rickshaw,Mahindra,EV,BS6,0,6,1
REG102171,05-10-2021,2021,Karnataka,Belgaum (KA-22),4W,Sedan,Kia,Petrol,BS6,1462,8,3
REG102172,02-11-2020,2020,Tamil Nadu,Salem (TN-30),4W,SUV,Renault,Petrol,BS6,800,7,4
REG102173,07-05-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,Kia,Diesel,BS6,2179,6,1
REG102174,25-01-2019,2019,Madhya Pradesh,Indore (MP-09),3W,Auto Rickshaw,Piaggio,CNG,BS4,200,7,5
REG102175,11-11-2022,2022,West Bengal,Asansol (WB-39),2W,Moped,Yamaha,CNG,BS6,100,2,2
REG102176,26-04-2023,2023,Madhya Pradesh,Bhopal (MP-04),3W,Auto Rickshaw,Mahindra,CNG,BS6,225,6,1
REG102177,12-06-2021,2021,Karnataka,Belgaum (KA-22),OTH,Road Roller,John Deere,Diesel,BS6,3760,45,3
REG102178,12-10-2020,2020,Karnataka,Mysore (KA-09),2W,Scooter,Suzuki,Hybrid,BS6,350,2,4
REG102179,12-07-2019,2019,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,TVS,Petrol,BS4,200,2,5
REG102180,21-12-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Mahindra,Petrol,BS6,0,6,1
REG102181,13-09-2022,2022,Delhi,Delhi West (DL-08),2W,Scooter,Hero,Petrol,BS6,400,2,2
REG102182,06-01-2018,2018,Punjab,Patiala (PB-11),HCV,Truck,Volvo,Diesel,BS4,5660,52,6
REG102183,08-04-2023,2023,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Hyundai,CNG,BS6,2179,8,1
REG102184,23-03-2023,2023,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Honda,Diesel,BS6,1598,8,1
REG102185,03-07-2023,2023,Delhi,Delhi West (DL-08),2W,Scooter,KTM,Petrol,BS6,0,2,1
REG102186,10-03-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,EV,BS4,0,2,5
REG102187,15-06-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,Sedan,Tata Motors,CNG,BS6,1968,6,3
REG102188,25-08-2020,2020,Maharashtra,Pune (MH-12),4W,SUV,Skoda,Diesel,BS6,1197,8,4
REG102189,06-12-2021,2021,Tamil Nadu,Trichy (TN-45),4W,Sedan,Maruti Suzuki,Diesel,BS6,1498,5,3
REG102190,03-10-2019,2019,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Bajaj,CNG,BS4,100,2,5
REG102191,01-04-2023,2023,Maharashtra,Nagpur (MH-31),4W,Sedan,Tata Motors,Petrol,BS6,1197,5,1
REG102192,30-12-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,EV,BS6,0,2,0
REG102193,02-06-2022,2022,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2523,9,2
REG102194,06-06-2018,2018,Punjab,Chandigarh (CH-01),4W,SUV,Renault,Diesel,BS4,1197,5,6
REG102195,06-05-2023,2023,Maharashtra,Nashik (MH-15),2W,Moped,KTM,EV,BS6,0,2,1
REG102196,08-06-2024,2024,Telangana,Nizamabad (TS-05),4W,MUV,Honda,Petrol,BS6,1000,8,0
REG102197,12-08-2022,2022,Kerala,Kochi (KL-07),2W,Moped,TVS,Petrol,BS6,125,2,2
REG102198,25-03-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Royal Enfield,CNG,BS4,0,2,5
REG102199,18-10-2022,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Royal Enfield,CNG,BS6,110,2,2
REG102200,01-11-2021,2021,Karnataka,Mangalore (KA-19),LCV,Pickup Van,Mahindra,EV,BS6,0,15,3
REG102201,08-10-2020,2020,Kerala,Kollam (KL-02),2W,Motorcycle,Ather,CNG,BS4,100,2,4
REG102202,28-03-2023,2023,Maharashtra,Pune (MH-12),LCV,Pickup Van,Force Motors,Diesel,BS6,2523,9,1
REG102203,06-04-2020,2020,Maharashtra,Nagpur (MH-31),HCV,Bus,Eicher,Diesel,BS6,3760,1,4
REG102204,08-10-2024,2024,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Royal Enfield,Petrol,BS6,100,2,0
REG102205,10-11-2023,2023,Rajasthan,Ajmer (RJ-01),4W,MUV,Skoda,Petrol,BS6,800,5,1
REG102206,27-04-2023,2023,West Bengal,Siliguri (WB-73),4W,MUV,Tata Motors,Diesel,BS6,1197,6,1
REG102207,12-02-2023,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Mahindra,Diesel,BS6,3298,15,1
REG102208,11-08-2022,2022,Karnataka,Belgaum (KA-22),HCV,Tanker,Ashok Leyland,Diesel,BS6,0,32,2
REG102209,13-04-2022,2022,Karnataka,Bangalore Central (KA-01),OTH,Tractor,TAFE,Diesel,BS6,4998,52,2
REG102210,02-02-2022,2022,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Toyota,Petrol,BS6,0,8,2
REG102211,05-08-2019,2019,Rajasthan,Jaipur (RJ-14),2W,Scooter,KTM,Petrol,BS4,200,2,5
REG102212,06-05-2024,2024,Punjab,Ludhiana (PB-10),2W,Moped,Ather,Petrol,BS6,110,2,0
REG102213,22-12-2022,2022,Punjab,Ludhiana (PB-10),3W,E-Rickshaw,Mahindra,CNG,BS6,200,6,2
REG102214,12-09-2021,2021,Punjab,Jalandhar (PB-08),4W,Sedan,Renault,EV,BS6,0,5,3
REG102215,30-09-2024,2024,Kerala,Kochi (KL-07),4W,MUV,Toyota,EV,BS6,0,6,0
REG102216,12-11-2022,2022,Punjab,Amritsar (PB-02),4W,Hatchback,Tata Motors,Diesel,BS6,0,6,2
REG102217,16-08-2023,2023,Rajasthan,Kota (RJ-20),2W,Scooter,Suzuki,EV,BS6,0,2,1
REG102218,13-11-2023,2023,Tamil Nadu,Trichy (TN-45),LCV,Mini Truck,Force Motors,Diesel,BS6,0,12,1
REG102219,15-10-2021,2021,Punjab,Amritsar (PB-02),2W,Scooter,Ola Electric,EV,BS6,0,2,3
REG102220,17-12-2020,2020,Telangana,Khammam (TS-07),3W,Tempo,Kinetic Green,Diesel,BS6,250,6,4
REG102221,29-07-2024,2024,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700,2,0
REG102222,02-10-2021,2021,Gujarat,Rajkot (GJ-03),3W,Tempo,TVS,CNG,BS6,200,6,3
REG102223,27-03-2018,2018,Gujarat,Gandhinagar (GJ-18),4W,SUV,Kia,Diesel,BS4,0,8,6
REG102224,21-01-2021,2021,Maharashtra,Nagpur (MH-31),HCV,Truck,Tata Motors,Diesel,BS6,6700,45,3
REG102225,09-05-2020,2020,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1598,5,4
REG102226,04-10-2022,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Maruti Suzuki,Diesel,BS6,0,6,2
REG102227,08-01-2021,2021,Punjab,Patiala (PB-11),4W,SUV,Hyundai,CNG,BS6,1197,8,3
REG102228,14-12-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Hero,CNG,BS6,250,2,3
REG102229,17-07-2020,2020,Karnataka,Belgaum (KA-22),LCV,Light Bus,Ashok Leyland,CNG,BS6,3298,9,4
REG102230,10-08-2023,2023,Telangana,Nizamabad (TS-05),4W,Sedan,MG,Diesel,BS6,2179,5,1
REG102231,01-08-2022,2022,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,3760,1,2
REG102232,04-06-2020,2020,Karnataka,Mysore (KA-09),2W,Moped,Honda,Petrol,BS6,160,2,4
REG102233,05-08-2021,2021,Tamil Nadu,Trichy (TN-45),4W,Hatchback,Honda,Diesel,BS6,0,8,3
REG102234,01-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Suzuki,Petrol,BS6,200,2,1
REG102235,01-04-2024,2024,Rajasthan,Ajmer (RJ-01),4W,MUV,Tata Motors,Diesel,BS6,1197,6,0
REG102236,14-08-2023,2023,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,EV,BS6,0,2,1
REG102237,10-07-2021,2021,Gujarat,Rajkot (GJ-03),2W,Scooter,Royal Enfield,EV,BS6,0,2,3
REG102238,04-01-2022,2022,Delhi,Delhi South (DL-09),2W,Motorcycle,Honda,Petrol,BS6,350,2,2
REG102239,02-11-2019,2019,Karnataka,Mysore (KA-09),2W,Moped,Yamaha,Petrol,BS4,100,2,5
REG102240,29-08-2024,2024,Maharashtra,Pune (MH-12),2W,Moped,TVS,Petrol,BS6,150,2,0
REG102241,02-10-2022,2022,Madhya Pradesh,Indore (MP-09),4W,MUV,MG,Petrol,BS6,0,6,2
REG102242,08-12-2020,2020,Punjab,Amritsar (PB-02),4W,SUV,Renault,Diesel,BS6,1498,6,4
REG102243,17-06-2019,2019,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Honda,Petrol,BS4,350,2,5
REG102244,22-11-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Hero,Petrol,BS6,100,2,0
REG102245,28-04-2021,2021,Rajasthan,Kota (RJ-20),4W,SUV,MG,Diesel,BS6,1598,6,3
REG102246,02-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Moped,Royal Enfield,Petrol,BS6,200,2,1
REG102247,15-04-2021,2021,Punjab,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS6,800,7,3
REG102248,04-08-2019,2019,Delhi,Delhi North (DL-04),3W,Auto Rickshaw,Piaggio,CNG,BS4,200,3,5
REG102249,20-01-2024,2024,Kerala,Kochi (KL-07),2W,Moped,Ather,EV,BS6,0,2,0
REG102250,03-09-2021,2021,West Bengal,Asansol (WB-39),4W,Sedan,Renault,Petrol,BS6,0,8,3
REG102251,10-06-2021,2021,Delhi,Delhi Central (DL-01),2W,Moped,Suzuki,Petrol,BS6,125,2,3
REG102252,25-04-2020,2020,Karnataka,Mangalore (KA-19),4W,MUV,Toyota,EV,BS6,0,5,4
REG102253,30-05-2023,2023,Karnataka,Belgaum (KA-22),4W,Hatchback,Toyota,Diesel,BS6,1498,8,1
REG102254,29-10-2022,2022,West Bengal,Kolkata (WB-01),4W,MUV,Honda,Petrol,BS6,1000,7,2
REG102255,19-11-2022,2022,Delhi,Delhi East (DL-02),4W,Sedan,Skoda,CNG,BS6,1968,7,2
REG102256,11-10-2018,2018,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Maruti Suzuki,Petrol,BS4,1598,8,6
REG102257,04-10-2019,2019,Delhi,Delhi South (DL-09),2W,Motorcycle,Yamaha,Petrol,BS4,0,2,5
REG102258,21-09-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,TVS,EV,BS6,0,2,3
REG102259,09-07-2022,2022,Gujarat,Gandhinagar (GJ-18),4W,MUV,Skoda,Diesel,BS6,2179,7,2
REG102260,27-01-2023,2023,Madhya Pradesh,Ujjain (MP-13),2W,Moped,TVS,EV,BS6,0,2,1
REG102261,06-12-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Moped,KTM,CNG,BS6,110,2,2
REG102262,11-02-2024,2024,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,Kinetic Green,EV,BS6,0,3,0
REG102263,06-08-2023,2023,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,TVS,CNG,BS6,0,3,1
REG102264,16-01-2023,2023,Telangana,Karimnagar (TS-01),OTH,Tractor,Mahindra,Diesel,BS6,4998,52,1
REG102265,02-10-2020,2020,Telangana,Nizamabad (TS-05),4W,Hatchback,Hyundai,CNG,BS6,1000,7,4
REG102266,20-10-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Ola Electric,EV,BS6,0,2,0
REG102267,04-08-2020,2020,Karnataka,Mangalore (KA-19),3W,Auto Rickshaw,TVS,CNG,BS6,225,3,4
REG102268,26-08-2023,2023,Rajasthan,Jaipur (RJ-14),4W,SUV,Renault,Diesel,BS6,800,7,1
REG102269,10-02-2022,2022,Delhi,Delhi East (DL-02),4W,Hatchback,Hyundai,Petrol,BS6,800,6,2
REG102270,28-06-2023,2023,Telangana,Warangal (TS-03),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523,9,1
REG102271,15-09-2023,2023,Kerala,Thrissur (KL-08),2W,Motorcycle,Ather,Petrol,BS6,110,2,1
REG102272,25-07-2023,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,Petrol,BS6,110,2,1
REG102273,21-04-2024,2024,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,Mahindra,CNG,BS6,250,7,0
REG102274,31-01-2020,2020,Kerala,Kollam (KL-02),2W,Motorcycle,Bajaj,Petrol,BS6,100,2,4
REG102275,19-08-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Hyundai,Diesel,BS6,1462,5,1
REG102276,02-07-2022,2022,Madhya Pradesh,Gwalior (MP-07),LCV,Pickup Van,Mahindra,CNG,BS6,3298,9,2
REG102277,03-05-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Ola Electric,Petrol,BS6,350,2,1
REG102278,29-11-2022,2022,West Bengal,Howrah (WB-13),3W,Auto Rickshaw,Atul Auto,EV,BS4,0,6,2
REG102279,12-05-2019,2019,Maharashtra,Nagpur (MH-31),HCV,Trailer,Ashok Leyland,Diesel,BS4,3760,45,5
REG102280,21-06-2023,2023,Karnataka,Bangalore Central (KA-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298,12,1
REG102281,01-01-2023,2023,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,Mahindra,Diesel,BS6,4998,45,1
REG102282,22-02-2022,2022,Delhi,Delhi Central (DL-01),2W,Scooter,Suzuki,Petrol,BS6,160,2,2
REG102283,31-10-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Hyundai,Diesel,BS6,1598,6,1
REG102284,04-12-2021,2021,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Suzuki,EV,BS6,0,2,3
REG102285,11-11-2023,2023,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Renault,Diesel,BS6,0,8,1
REG102286,17-06-2020,2020,Gujarat,Vadodara (GJ-06),4W,SUV,Hyundai,EV,BS4,0,8,4
REG102287,11-10-2023,2023,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,400,2,1
REG102288,30-10-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Maruti Suzuki,Petrol,BS6,0,5,3
REG102289,24-04-2023,2023,Telangana,Karimnagar (TS-01),2W,Scooter,KTM,EV,BS6,0,2,1
REG102290,30-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,KTM,Petrol,BS6,100,2,1
