Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
PB-08-IF-1638,2021-09-13,2021,Punjab,Jalandhar (PB-08),4W,Sedan,Renault,EV,Not Applicable,0.0,5,3,28.17,87.32,0
KL-07-JF-1655,2024-09-30,2024,Kerala,Kochi (KL-07),4W,MUV,Toyota,EV,Not Applicable,0.0,7,0,24.55,90.0,0
PB-02-KF-1672,2022-11-12,2022,Punjab,Amritsar (PB-02),4W,Hatchback,Tata Motors,Diesel,BS6,1498.0,5,2,28.17,87.32,0
RJ-20-LF-1689,2023-08-16,2023,Rajasthan,Kota (RJ-20),2W,Scooter,Suzuki,EV,Not Applicable,0.0,2,1,48.41,92.86,0
TN-45-MF-1706,2023-11-13,2023,Tamil Nadu,Trichy (TN-45),LCV,Mini Truck,Force Motors,Diesel,BS6,2956.0,2,1,40.0,92.0,0
PB-02-NF-1723,2021-10-15,2021,Punjab,Amritsar (PB-02),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,41.51,90.57,0
TS-07-OF-1740,2020-12-17,2020,Telangana,Khammam (TS-07),3W,Tempo,Kinetic Green,EV,Not Applicable,0.0,4,4,81.25,100.0,0
GJ-01-PF-1757,2024-07-29,2024,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700.0,32,0,0.0,100.0,0
GJ-03-QF-1774,2021-10-02,2021,Gujarat,Rajkot (GJ-03),3W,Tempo,TVS,CNG,BS6,200.0,4,3,89.47,100.0,0
GJ-18-RF-1791,2020-03-27,2020,Gujarat,Gandhinagar (GJ-18),4W,SUV,Kia,Diesel,BS4,1498.0,7,4,35.37,95.12,1
MH-31-SF-1808,2021-01-21,2021,Maharashtra,Nagpur (MH-31),HCV,Truck,Tata Motors,Diesel,BS6,6700.0,2,3,0.0,84.62,0
GJ-18-TF-1825,2020-05-09,2020,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1598.0,5,4,35.37,95.12,0
DL-01-UF-1842,2022-10-04,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462.0,5,2,22.58,88.17,0
PB-11-VF-1859,2021-01-08,2021,Punjab,Patiala (PB-11),4W,SUV,Hyundai,CNG,BS6,1197.0,7,3,28.17,87.32,0
RJ-14-WF-1876,2021-12-14,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Hero,Petrol,BS6,250.0,2,3,48.41,92.86,0
KA-22-XF-1893,2020-07-17,2020,Karnataka,Belgaum (KA-22),LCV,Light Bus,Ashok Leyland,CNG,BS6,3298.0,15,4,26.92,88.46,0
TS-05-YF-1910,2023-08-10,2023,Telangana,Nizamabad (TS-05),4W,SUV,MG,Diesel,BS6,2179.0,5,1,25.47,92.45,0
TS-01-ZF-1927,2022-08-01,2022,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,3760.0,2,2,7.14,92.86,0
KA-09-AG-1944,2020-06-04,2020,Karnataka,Mysore (KA-09),2W,Scooter,Honda,Petrol,BS6,104.2,2,4,49.39,91.46,0
TN-45-BG-1961,2021-08-05,2021,Tamil Nadu,Trichy (TN-45),4W,Hatchback,Honda,Diesel,BS6,1498.0,5,3,26.26,91.92,0
RJ-19-CG-1978,2023-03-01,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Suzuki,Petrol,BS6,200.0,2,1,48.41,92.86,0
RJ-01-DG-1995,2024-04-01,2024,Rajasthan,Ajmer (RJ-01),4W,MUV,Tata Motors,Diesel,BS6,1197.0,7,0,26.0,89.0,0
KA-22-EG-2012,2023-08-14,2023,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,EV,Not Applicable,0.0,2,1,49.39,91.46,0
GJ-03-FG-2029,2021-07-10,2021,Gujarat,Rajkot (GJ-03),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,41.43,92.86,0
DL-09-GG-2046,2022-01-04,2022,Delhi,Delhi South (DL-09),2W,Motorcycle,Honda,Petrol,BS6,350.0,2,2,39.39,90.3,0
KA-09-HG-2063,2019-11-02,2019,Karnataka,Mysore (KA-09),2W,Moped,Yamaha,Petrol,BS4,100.0,2,5,49.39,91.46,0
MH-12-IG-2080,2024-08-29,2024,Maharashtra,Pune (MH-12),2W,Scooter,TVS,Petrol,BS6,105.7,2,0,50.93,95.37,0
MP-09-JG-2097,2022-10-03,2022,Madhya Pradesh,Indore (MP-09),4W,MUV,MG,Petrol,BS6,1462.0,7,2,28.28,85.86,0
PB-02-KG-2114,2020-12-08,2020,Punjab,Amritsar (PB-02),4W,SUV,Renault,Diesel,BS6,1498.0,7,4,28.17,87.32,0
MP-07-LG-2131,2019-06-17,2019,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Honda,Petrol,BS4,110.4,2,5,40.43,85.11,0
RJ-01-MG-2148,2024-11-22,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Hero,Petrol,BS6,100.0,2,0,48.41,92.86,0
RJ-20-NG-2165,2021-04-28,2021,Rajasthan,Kota (RJ-20),4W,SUV,MG,Diesel,BS6,1598.0,7,3,26.0,89.0,0
RJ-19-OG-2182,2023-03-02,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Royal Enfield,Petrol,BS6,99.3,2,1,48.41,92.86,0
PB-02-PG-2199,2021-04-15,2021,Punjab,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS6,800.0,7,3,28.17,87.32,0
DL-04-QG-2216,2019-08-05,2019,Delhi,Delhi North (DL-04),3W,Auto Rickshaw,Piaggio,CNG,BS4,200.0,4,5,89.47,94.74,0
KL-07-RG-2233,2024-01-20,2024,Kerala,Kochi (KL-07),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,44.63,96.69,0
WB-39-SG-2250,2021-09-03,2021,West Bengal,Asansol (WB-39),4W,Sedan,Renault,Petrol,BS6,1462.0,5,3,23.66,84.95,0
DL-01-TG-2267,2021-06-10,2021,Delhi,Delhi Central (DL-01),2W,Moped,Suzuki,Petrol,BS6,88.6,2,3,39.39,90.3,0
KA-19-UG-2284,2020-04-25,2020,Karnataka,Mangalore (KA-19),4W,MUV,Toyota,EV,Not Applicable,0.0,5,4,25.89,89.29,0
KA-22-VG-2301,2023-05-30,2023,Karnataka,Belgaum (KA-22),4W,Hatchback,Toyota,Diesel,BS6,1498.0,5,1,25.89,89.29,0
WB-01-WG-2318,2022-10-29,2022,West Bengal,Kolkata (WB-01),4W,MUV,Honda,Petrol,BS6,1000.0,7,2,23.66,84.95,0
DL-02-XG-2335,2022-11-19,2022,Delhi,Delhi East (DL-02),4W,Sedan,Skoda,CNG,BS6,1968.0,5,2,22.58,88.17,0
RJ-14-YG-2352,2018-10-11,2018,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Maruti Suzuki,Petrol,BS4,1598.0,5,6,26.0,89.0,0
DL-09-ZG-2369,2019-10-04,2019,Delhi,Delhi South (DL-09),2W,Motorcycle,Yamaha,Petrol,BS4,150.0,2,5,39.39,90.3,0
UP-70-AH-2386,2021-09-21,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,TVS,EV,Not Applicable,0.0,2,3,47.06,91.91,0
GJ-18-BH-2403,2022-07-09,2022,Gujarat,Gandhinagar (GJ-18),4W,SUV,Skoda,Diesel,BS6,2179.0,7,2,35.37,95.12,0
MP-13-CH-2420,2023-01-27,2023,Madhya Pradesh,Ujjain (MP-13),2W,Moped,TVS,EV,Not Applicable,0.0,2,1,40.43,85.11,0
TN-01-DH-2437,2022-12-06,2022,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,93.4,2,2,44.68,95.74,0
TN-58-EH-2454,2024-02-12,2024,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,Kinetic Green,EV,Not Applicable,0.0,4,0,82.14,96.43,0
RJ-01-FH-2471,2023-08-07,2023,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,TVS,EV,Not Applicable,0.0,4,1,85.19,100.0,0
TS-01-GH-2488,2023-01-16,2023,Telangana,Karimnagar (TS-01),OTH,Tractor,Mahindra,Diesel,BS6,4998.0,2,1,0.0,75.0,0
TS-05-HH-2505,2020-10-02,2020,Telangana,Nizamabad (TS-05),4W,Hatchback,Hyundai,CNG,BS6,1000.0,5,4,25.47,92.45,0
RJ-01-IH-2522,2024-10-21,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,0,48.41,92.86,0
KA-19-JH-2539,2020-08-04,2020,Karnataka,Mangalore (KA-19),3W,Auto Rickshaw,TVS,CNG,BS6,225.0,4,4,68.42,94.74,0
RJ-14-KH-2556,2023-08-26,2023,Rajasthan,Jaipur (RJ-14),4W,SUV,Renault,Diesel,BS6,800.0,7,1,26.0,89.0,0
DL-02-LH-2573,2022-02-10,2022,Delhi,Delhi East (DL-02),4W,Hatchback,Hyundai,Petrol,BS6,800.0,5,2,22.58,88.17,0
TS-03-MH-2590,2023-06-28,2023,Telangana,Warangal (TS-03),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523.0,2,1,0.0,84.62,0
KL-08-NH-2607,2023-09-15,2023,Kerala,Thrissur (KL-08),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,44.63,96.69,0
MH-31-OH-2624,2023-07-25,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,Petrol,BS6,110.0,2,1,50.93,95.37,0
RJ-01-PH-2641,2024-04-22,2024,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,Mahindra,EV,Not Applicable,0.0,4,0,85.19,100.0,0
KL-02-QH-2658,2020-01-31,2020,Kerala,Kollam (KL-02),2W,Motorcycle,Bajaj,Petrol,BS4,100.0,2,4,44.63,96.69,1
MP-07-RH-2675,2023-08-19,2023,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Hyundai,Diesel,BS6,1462.0,5,1,28.28,85.86,0
MP-07-SH-2692,2022-07-02,2022,Madhya Pradesh,Gwalior (MP-07),LCV,Pickup Van,Mahindra,CNG,BS6,3298.0,2,2,37.5,83.33,0
KA-19-TH-2709,2023-05-03,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,49.39,91.46,0
WB-13-UH-2726,2022-11-29,2022,West Bengal,Howrah (WB-13),3W,Auto Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,2,85.0,100.0,0
MH-31-VH-2743,2019-05-13,2019,Maharashtra,Nagpur (MH-31),HCV,Trailer,Ashok Leyland,Diesel,BS4,3760.0,2,5,0.0,84.62,0
KA-01-WH-2760,2023-06-21,2023,Karnataka,Bangalore Central (KA-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298.0,12,1,26.92,88.46,0
GJ-01-XH-2777,2023-01-02,2023,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,Mahindra,Diesel,BS6,4998.0,2,1,0.0,100.0,0
DL-01-YH-2794,2022-02-22,2022,Delhi,Delhi Central (DL-01),2W,Scooter,Suzuki,Petrol,BS6,160.0,2,2,39.39,90.3,0
MP-07-ZH-2811,2023-10-31,2023,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Hyundai,Diesel,BS6,1598.0,7,1,28.28,85.86,0
MH-20-AI-2828,2021-12-04,2021,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,3,50.93,95.37,0
MP-04-BI-2845,2023-11-11,2023,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Renault,Diesel,BS6,1462.0,5,1,28.28,85.86,0
GJ-06-CI-2862,2020-06-17,2020,Gujarat,Vadodara (GJ-06),4W,SUV,Hyundai,EV,Not Applicable,0.0,7,4,35.37,95.12,0
TN-30-DI-2879,2023-10-11,2023,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,105.9,2,1,44.68,95.74,0
KA-01-EI-2896,2021-10-30,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Maruti Suzuki,Petrol,BS6,1498.0,5,3,25.89,89.29,0
TS-01-FI-2913,2023-04-24,2023,Telangana,Karimnagar (TS-01),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,1,40.8,92.8,0
DL-04-GI-2930,2023-05-01,2023,Delhi,Delhi North (DL-04),2W,Motorcycle,KTM,Petrol,BS6,100.0,2,1,39.39,90.3,0
CH-01-HI-2947,2022-08-03,2022,Chandigarh,Chandigarh (CH-01),4W,Hatchback,Toyota,Petrol,BS6,800.0,5,2,12.5,83.33,0
TS-03-II-2964,2024-02-05,2024,Telangana,Warangal (TS-03),2W,Motorcycle,Royal Enfield,Petrol,BS6,125.0,2,0,40.8,92.8,0
DL-01-JI-2981,2019-05-24,2019,Delhi,Delhi Central (DL-01),4W,SUV,MG,Diesel,BS4,1000.0,5,5,22.58,88.17,0
MH-15-KI-2998,2020-07-09,2020,Maharashtra,Nashik (MH-15),4W,SUV,Hyundai,CNG,BS6,1462.0,5,4,28.89,91.11,0
MH-20-LI-3015,2024-03-14,2024,Maharashtra,Aurangabad (MH-20),3W,Tempo,TVS,CNG,BS6,250.0,4,0,87.5,87.5,0
WB-01-MI-3032,2021-10-22,2021,West Bengal,Kolkata (WB-01),4W,MUV,Tata Motors,Hybrid,BS6,1968.0,7,3,23.66,84.95,0
TN-37-NI-3049,2020-05-15,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,4,44.68,95.74,0
TN-30-OI-3066,2022-07-15,2022,Tamil Nadu,Salem (TN-30),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,44.68,95.74,0
UP-32-PI-3083,2018-07-24,2018,Uttar Pradesh,Lucknow (UP-32),4W,Sedan,Maruti Suzuki,Diesel,BS4,2179.0,5,6,19.75,88.89,0
MH-12-QI-3100,2023-07-20,2023,Maharashtra,Pune (MH-12),4W,Hatchback,Skoda,Diesel,BS6,1968.0,5,1,28.89,91.11,0
KA-22-RI-3117,2018-08-27,2018,Karnataka,Belgaum (KA-22),2W,Scooter,Ather,EV,Not Applicable,0.0,2,6,49.39,91.46,0
PB-02-SI-3134,2019-01-07,2019,Punjab,Amritsar (PB-02),2W,Motorcycle,KTM,Petrol,BS4,100.0,2,5,41.51,90.57,0
WB-13-TI-3151,2023-08-21,2023,West Bengal,Howrah (WB-13),4W,SUV,Mahindra,Hybrid,BS6,1197.0,5,1,23.66,84.95,0
KA-01-UI-3168,2023-02-08,2023,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,49.39,91.46,0
WB-13-VI-3185,2024-05-23,2024,West Bengal,Howrah (WB-13),2W,Motorcycle,Royal Enfield,Petrol,BS6,250.0,2,0,39.16,92.31,0
KA-19-WI-3202,2022-08-22,2022,Karnataka,Mangalore (KA-19),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,49.39,91.46,0
GJ-05-XI-3219,2021-04-05,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Bajaj,Petrol,BS6,200.0,2,3,41.43,92.86,0
TN-01-YI-3236,2020-05-18,2020,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Tata Motors,Diesel,BS6,1000.0,5,4,26.26,91.92,0
KL-01-ZI-3253,2024-11-11,2024,Kerala,Thiruvananthapuram (KL-01),4W,SUV,MG,Diesel,BS6,800.0,7,0,24.55,90.0,0
MP-09-AJ-3270,2019-08-29,2019,Madhya Pradesh,Indore (MP-09),2W,Scooter,Yamaha,Petrol,BS4,104.7,2,5,40.43,85.11,0
KA-19-BJ-3287,2024-03-09,2024,Karnataka,Mangalore (KA-19),4W,SUV,Renault,Petrol,BS6,1498.0,7,0,25.89,89.29,0
KL-11-CJ-3304,2018-02-24,2018,Kerala,Kozhikode (KL-11),4W,SUV,Hyundai,Diesel,BS4,1000.0,7,6,24.55,90.0,0
TS-07-DJ-3321,2022-12-26,2022,Telangana,Khammam (TS-07),HCV,Truck,Ashok Leyland,Diesel,BS6,5660.0,2,2,7.14,92.86,0
TS-01-EJ-3338,2023-04-20,2023,Telangana,Karimnagar (TS-01),2W,Moped,Suzuki,EV,Not Applicable,0.0,2,1,40.8,92.8,0
UP-32-FJ-3355,2021-01-13,2021,Uttar Pradesh,Lucknow (UP-32),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,12,3,35.0,90.0,0
MP-13-GJ-3372,2018-11-14,2018,Madhya Pradesh,Ujjain (MP-13),OTH,Road Roller,Mahindra,Diesel,BS4,5329.0,2,6,0.0,75.0,0
KA-19-HJ-3389,2023-09-28,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,1,49.39,91.46,0
UP-70-IJ-3406,2024-10-03,2024,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,Ashok Leyland,Diesel,BS6,5660.0,52,0,0.0,85.71,0
UP-80-JJ-3423,2019-09-28,2019,Uttar Pradesh,Agra (UP-80),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,47.06,91.91,0
RJ-20-KJ-3440,2019-04-13,2019,Rajasthan,Kota (RJ-20),2W,Motorcycle,Hero,Petrol,BS4,350.0,2,5,48.41,92.86,0
MP-09-LJ-3457,2024-04-22,2024,Madhya Pradesh,Indore (MP-09),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523.0,2,0,37.5,83.33,0
MH-01-MJ-3474,2023-08-21,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Mahindra,Petrol,BS6,1462.0,5,1,28.89,91.11,0
CH-01-NJ-3491,2023-03-04,2023,Chandigarh,Chandigarh (CH-01),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,40.62,90.62,0
KA-19-OJ-3508,2021-11-18,2021,Karnataka,Mangalore (KA-19),4W,Hatchback,Skoda,Petrol,BS6,1197.0,5,3,25.89,89.29,0
TN-30-PJ-3525,2022-10-24,2022,Tamil Nadu,Salem (TN-30),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,44.68,95.74,0
KL-02-QJ-3542,2021-02-12,2021,Kerala,Kollam (KL-02),2W,Scooter,Ather,EV,Not Applicable,0.0,2,3,44.63,96.69,0
UP-65-RJ-3559,2018-10-29,2018,Uttar Pradesh,Varanasi (UP-65),OTH,Tractor,TAFE,Diesel,BS4,4998.0,2,6,0.0,75.0,0
MP-09-SJ-3576,2023-02-13,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Honda,Petrol,BS6,110.0,2,1,40.43,85.11,0
TS-09-TJ-3593,2023-05-13,2023,Telangana,Hyderabad (TS-09),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,40.8,92.8,0
TS-03-UJ-3610,2020-12-07,2020,Telangana,Warangal (TS-03),4W,SUV,Tata Motors,Petrol,BS6,800.0,5,4,25.47,92.45,0
RJ-19-VJ-3627,2021-06-14,2021,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Royal Enfield,Petrol,BS6,250.0,2,3,48.41,92.86,0
PB-11-WJ-3644,2021-08-10,2021,Punjab,Patiala (PB-11),4W,SUV,Skoda,EV,Not Applicable,0.0,7,3,28.17,87.32,0
KL-01-XJ-3661,2024-01-09,2024,Kerala,Thiruvananthapuram (KL-01),2W,Moped,TVS,Petrol,BS6,89.2,2,0,44.63,96.69,0
KL-02-YJ-3678,2020-11-02,2020,Kerala,Kollam (KL-02),HCV,Bus,Ashok Leyland,Diesel,BS6,5660.0,32,4,0.0,84.0,0
TN-30-ZJ-3695,2024-05-14,2024,Tamil Nadu,Salem (TN-30),2W,Moped,Yamaha,EV,Not Applicable,0.0,2,0,44.68,95.74,0
TN-30-AK-3712,2021-06-26,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,119.8,2,3,44.68,95.74,0
MH-01-BK-3729,2024-03-12,2024,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,0,50.93,95.37,0
KL-11-CK-3746,2023-06-17,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,Suzuki,Petrol,BS6,200.0,2,1,44.63,96.69,0
CH-01-DK-3763,2019-03-30,2019,Chandigarh,Chandigarh (CH-01),2W,Scooter,Honda,Petrol,BS4,150.0,2,5,40.62,90.62,0
MH-31-EK-3780,2019-09-25,2019,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Hero,Petrol,BS4,125.0,2,5,50.93,95.37,0
WB-01-FK-3797,2024-10-17,2024,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS6,94.3,2,0,39.16,92.31,0
KA-25-GK-3814,2023-09-12,2023,Karnataka,Hubli (KA-25),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,1,49.39,91.46,0
UP-80-HK-3831,2021-06-07,2021,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,Petrol,BS6,105.2,2,3,47.06,91.91,0
TN-30-IK-3848,2023-02-24,2023,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,1,44.68,95.74,0
KA-25-JK-3865,2023-04-15,2023,Karnataka,Hubli (KA-25),2W,Motorcycle,KTM,Petrol,BS6,160.0,2,1,49.39,91.46,0
WB-13-KK-3882,2019-10-01,2019,West Bengal,Howrah (WB-13),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,39.16,92.31,0
TN-58-LK-3899,2024-08-19,2024,Tamil Nadu,Madurai (TN-58),4W,SUV,MG,EV,Not Applicable,0.0,5,0,26.26,91.92,0
UP-65-MK-3916,2021-11-15,2021,Uttar Pradesh,Varanasi (UP-65),HCV,Tanker,Ashok Leyland,Diesel,BS6,6700.0,2,3,0.0,85.71,0
TS-01-NK-3933,2022-12-06,2022,Telangana,Karimnagar (TS-01),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,2,81.25,100.0,0
MH-12-OK-3950,2023-09-14,2023,Maharashtra,Pune (MH-12),2W,Motorcycle,Suzuki,Petrol,BS6,150.0,2,1,50.93,95.37,0
WB-40-PK-3967,2024-06-06,2024,West Bengal,Durgapur (WB-40),OTH,Tractor,TAFE,Diesel,BS6,3760.0,2,0,0.0,100.0,0
KL-08-QK-3984,2024-02-14,2024,Kerala,Thrissur (KL-08),LCV,Pickup Van,Eicher,Diesel,BS6,3298.0,2,0,32.35,94.12,0
UP-80-RK-4001,2020-01-09,2020,Uttar Pradesh,Agra (UP-80),4W,SUV,Tata Motors,Diesel,BS4,1968.0,7,4,19.75,88.89,1
GJ-01-SK-4018,2023-10-09,2023,Gujarat,Ahmedabad (GJ-01),4W,Hatchback,Skoda,Diesel,BS6,1000.0,5,1,35.37,95.12,0
WB-13-TK-4035,2021-12-13,2021,West Bengal,Howrah (WB-13),2W,Scooter,Suzuki,Petrol,BS6,112.6,2,3,39.16,92.31,0
GJ-18-UK-4052,2019-05-22,2019,Gujarat,Gandhinagar (GJ-18),LCV,Light Bus,Mahindra,EV,Not Applicable,0.0,15,5,53.33,73.33,0
MH-15-VK-4069,2023-04-04,2023,Maharashtra,Nashik (MH-15),2W,Motorcycle,Yamaha,Petrol,BS6,110.0,2,1,50.93,95.37,0
TN-58-WK-4086,2023-05-08,2023,Tamil Nadu,Madurai (TN-58),2W,Motorcycle,Royal Enfield,Petrol,BS6,100.0,2,1,44.68,95.74,0
KA-19-XK-4103,2018-09-12,2018,Karnataka,Mangalore (KA-19),2W,Scooter,Ather,EV,Not Applicable,0.0,2,6,49.39,91.46,0
KA-22-YK-4120,2019-04-15,2019,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS4,110.0,2,5,49.39,91.46,0
PB-08-ZK-4137,2023-01-07,2023,Punjab,Jalandhar (PB-08),4W,Hatchback,Hyundai,Petrol,BS6,1462.0,5,1,28.17,87.32,0
WB-01-AL-4154,2019-11-30,2019,West Bengal,Kolkata (WB-01),2W,Motorcycle,KTM,Petrol,BS4,91.5,2,5,39.16,92.31,0
UP-32-BL-4171,2023-12-18,2023,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Honda,Petrol,BS6,800.0,5,1,19.75,88.89,0
KA-22-CL-4188,2024-11-18,2024,Karnataka,Belgaum (KA-22),4W,MUV,Renault,Diesel,BS6,1000.0,5,0,25.89,89.29,0
DL-04-DL-4205,2023-08-30,2023,Delhi,Delhi North (DL-04),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,39.39,90.3,0
TS-07-EL-4222,2018-08-28,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Hybrid,BS4,800.0,7,6,25.47,92.45,0
WB-01-FL-4239,2022-02-26,2022,West Bengal,Kolkata (WB-01),HCV,Truck,BharatBenz,Diesel,BS6,5660.0,2,2,0.0,91.67,0
TN-37-GL-4256,2022-05-09,2022,Tamil Nadu,Coimbatore (TN-37),LCV,Light Bus,Eicher,EV,Not Applicable,0.0,12,2,40.0,92.0,0
KA-22-HL-4273,2022-10-14,2022,Karnataka,Belgaum (KA-22),2W,Scooter,Bajaj,Petrol,BS6,110.0,2,2,49.39,91.46,0
MH-12-IL-4290,2023-09-14,2023,Maharashtra,Pune (MH-12),4W,Hatchback,Renault,Diesel,BS6,800.0,5,1,28.89,91.11,0
TN-58-JL-4307,2019-04-06,2019,Tamil Nadu,Madurai (TN-58),4W,SUV,Mahindra,Hybrid,BS4,1197.0,5,5,26.26,91.92,0
UP-70-KL-4324,2023-06-30,2023,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,47.06,91.91,0
GJ-03-LL-4341,2023-02-03,2023,Gujarat,Rajkot (GJ-03),4W,Hatchback,Honda,Diesel,BS6,1968.0,5,1,35.37,95.12,0
DL-09-ML-4358,2021-03-01,2021,Delhi,Delhi South (DL-09),LCV,Pickup Van,Mahindra,Diesel,BS6,2956.0,2,3,30.77,92.31,0
TN-30-NL-4375,2020-11-28,2020,Tamil Nadu,Salem (TN-30),2W,Scooter,Hero,Petrol,BS6,102.9,2,4,44.68,95.74,0
GJ-05-OL-4392,2022-10-24,2022,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,EV,Not Applicable,0.0,2,2,41.43,92.86,0
GJ-18-PL-4409,2018-02-24,2018,Gujarat,Gandhinagar (GJ-18),LCV,Light Bus,Tata Motors,Diesel,BS4,2956.0,15,6,53.33,73.33,0
KA-01-QL-4426,2019-07-13,2019,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,Hero,Petrol,BS4,350.0,2,5,49.39,91.46,0
KL-11-RL-4443,2023-04-29,2023,Kerala,Kozhikode (KL-11),4W,MUV,Kia,Diesel,BS6,1598.0,7,1,24.55,90.0,0
GJ-18-SL-4460,2023-05-22,2023,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Yamaha,Petrol,BS6,350.0,2,1,41.43,92.86,0
UP-80-TL-4477,2023-08-07,2023,Uttar Pradesh,Agra (UP-80),4W,SUV,MG,Diesel,BS6,1000.0,5,1,19.75,88.89,0
WB-13-UL-4494,2022-08-18,2022,West Bengal,Howrah (WB-13),4W,SUV,Hyundai,Petrol,BS6,2179.0,7,2,23.66,84.95,0
KA-09-VL-4511,2022-07-05,2022,Karnataka,Mysore (KA-09),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,49.39,91.46,0
