Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,is_clean,is_compliant,CFAR,FMI
REG102178,12-10-2020,2020,Karnataka,Mysore (KA-09),2W,Scooter,Suzuki,Hybrid,BS6,350.0,2,4,True,True,37.5,83.33333333333334
REG102179,12-07-2019,2019,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,TVS,Petrol,BS4,200.0,2,5,False,False,31.818181818181817,9.090909090909092
REG102180,21-12-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Mahindra,Petrol,BS6,1462.0,6,1,False,True,36.36363636363637,96.36363636363636
REG102181,13-09-2022,2022,Delhi,Delhi West (DL-08),2W,Scooter,Hero,Petrol,BS6,400.0,2,2,False,True,28.57142857142857,100.0
REG102182,06-01-2018,2018,Punjab,Patiala (PB-11),HCV,Truck,Volvo,Diesel,BS4,5660.0,2,6,False,False,18.181818181818183,0.0
REG102183,08-04-2023,2023,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Hyundai,CNG,BS6,2179.0,8,1,True,True,36.36363636363637,96.36363636363636
REG102184,23-03-2023,2023,Gujarat,Gandhinagar (GJ-18),4W,Sedan,Honda,Diesel,BS6,1598.0,5,1,False,True,36.84210526315789,100.0
REG102185,03-07-2023,2023,Delhi,Delhi West (DL-08),2W,Scooter,KTM,Petrol,BS6,160.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102186,10-03-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,EV,BS4,0.0,2,5,True,False,31.818181818181817,9.090909090909092
REG102187,15-06-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,Sedan,Tata Motors,CNG,BS6,1968.0,5,3,True,True,44.89795918367347,95.91836734693877
REG102188,25-08-2020,2020,Maharashtra,Pune (MH-12),4W,SUV,Skoda,Diesel,BS6,1197.0,8,4,False,True,34.61538461538461,84.61538461538461
REG102189,06-12-2021,2021,Tamil Nadu,Trichy (TN-45),4W,Sedan,Maruti Suzuki,Diesel,BS6,1498.0,5,3,False,True,21.62162162162162,89.1891891891892
REG102190,03-10-2019,2019,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Bajaj,CNG,BS4,100.0,2,5,True,False,44.44444444444444,7.4074074074074066
REG102191,01-04-2023,2023,Maharashtra,Nagpur (MH-31),4W,Sedan,Tata Motors,Petrol,BS6,1197.0,5,1,False,True,32.72727272727273,98.18181818181819
REG102192,30-12-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,EV,BS6,0.0,2,0,True,True,38.88888888888889,100.0
REG102193,02-06-2022,2022,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2523.0,9,2,False,True,37.5,97.91666666666666
REG102194,06-06-2018,2018,Punjab,Chandigarh (CH-01),4W,SUV,Renault,Diesel,BS4,1197.0,5,6,False,False,18.181818181818183,0.0
REG102195,06-05-2023,2023,Maharashtra,Nashik (MH-15),2W,Moped,KTM,EV,BS6,0.0,2,1,True,True,32.72727272727273,98.18181818181819
REG102196,08-06-2024,2024,Telangana,Nizamabad (TS-05),4W,MUV,Honda,Petrol,BS6,1000.0,8,0,False,True,25.71428571428571,100.0
REG102197,12-08-2022,2022,Kerala,Kochi (KL-07),2W,Moped,TVS,Petrol,BS6,125.0,2,2,False,True,32.608695652173914,100.0
REG102198,25-03-2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Royal Enfield,CNG,BS4,137.5,2,5,True,False,31.818181818181817,9.090909090909092
REG102199,18-10-2022,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Royal Enfield,CNG,BS6,110.0,2,2,True,True,50.0,95.65217391304348
REG102200,01-11-2021,2021,Karnataka,Mangalore (KA-19),LCV,Pickup Van,Mahindra,EV,BS6,0.0,9,3,True,True,32.88590604026846,94.63087248322147
REG102201,08-10-2020,2020,Kerala,Kollam (KL-02),2W,Motorcycle,Ather,CNG,BS4,100.0,2,4,True,False,37.5,87.5
REG102202,28-03-2023,2023,Maharashtra,Pune (MH-12),LCV,Pickup Van,Force Motors,Diesel,BS6,2523.0,9,1,False,True,32.72727272727273,98.18181818181819
REG102203,06-04-2020,2020,Maharashtra,Nagpur (MH-31),HCV,Bus,Eicher,Diesel,BS6,3760.0,32,4,False,True,34.61538461538461,84.61538461538461
REG102204,08-10-2024,2024,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Royal Enfield,Petrol,BS6,100.0,2,0,False,True,41.02564102564102,100.0
REG102205,10-11-2023,2023,Rajasthan,Ajmer (RJ-01),4W,MUV,Skoda,Petrol,BS6,800.0,5,1,False,True,32.83582089552239,100.0
REG102206,27-04-2023,2023,West Bengal,Siliguri (WB-73),4W,MUV,Tata Motors,Diesel,BS6,1197.0,6,1,False,True,45.0,97.5
REG102207,12-02-2023,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Mahindra,Diesel,BS6,3298.0,15,1,False,True,32.25806451612903,98.38709677419355
REG102208,11-08-2022,2022,Karnataka,Belgaum (KA-22),HCV,Tanker,Ashok Leyland,Diesel,BS6,4998.0,2,2,False,True,43.333333333333336,96.66666666666667
REG102209,13-04-2022,2022,Karnataka,Bangalore Central (KA-01),OTH,Tractor,TAFE,Diesel,BS6,4998.0,1,2,False,True,43.333333333333336,96.66666666666667
REG102210,02-02-2022,2022,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Toyota,Petrol,BS6,1462.0,5,2,False,True,48.148148148148145,96.29629629629629
REG102211,05-08-2019,2019,Rajasthan,Jaipur (RJ-14),2W,Scooter,KTM,Petrol,BS4,200.0,2,5,False,False,23.809523809523807,14.285714285714285
REG102212,06-05-2024,2024,Punjab,Ludhiana (PB-10),2W,Moped,Ather,Petrol,BS6,110.0,2,0,False,True,31.25,100.0
REG102213,22-12-2022,2022,Punjab,Ludhiana (PB-10),3W,E-Rickshaw,Mahindra,CNG,BS6,200.0,3,2,True,True,39.21568627450981,98.0392156862745
REG102214,12-09-2021,2021,Punjab,Jalandhar (PB-08),4W,Sedan,Renault,EV,BS6,0.0,5,3,True,True,38.46153846153847,100.0
REG102215,30-09-2024,2024,Kerala,Kochi (KL-07),4W,MUV,Toyota,EV,BS6,0.0,6,0,True,True,36.17021276595745,100.0
REG102216,12-11-2022,2022,Punjab,Amritsar (PB-02),4W,Hatchback,Tata Motors,Diesel,BS6,1498.0,5,2,False,True,39.21568627450981,98.0392156862745
REG102217,16-08-2023,2023,Rajasthan,Kota (RJ-20),2W,Scooter,Suzuki,EV,BS6,0.0,2,1,True,True,32.83582089552239,100.0
REG102218,13-11-2023,2023,Tamil Nadu,Trichy (TN-45),LCV,Mini Truck,Force Motors,Diesel,BS6,2956.0,9,1,False,True,41.509433962264154,96.22641509433963
REG102219,15-10-2021,2021,Punjab,Amritsar (PB-02),2W,Scooter,Ola Electric,EV,BS6,0.0,2,3,True,True,38.46153846153847,100.0
REG102220,17-12-2020,2020,Telangana,Khammam (TS-07),3W,Tempo,Kinetic Green,Diesel,BS6,250.0,6,4,False,True,45.16129032258064,90.32258064516128
REG102221,29-07-2024,2024,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700.0,32,0,False,True,35.294117647058826,100.0
REG102222,02-10-2021,2021,Gujarat,Rajkot (GJ-03),3W,Tempo,TVS,CNG,BS6,200.0,6,3,True,True,50.0,95.0
REG102223,27-03-2018,2018,Gujarat,Gandhinagar (GJ-18),4W,SUV,Kia,Diesel,BS4,1498.0,8,6,False,False,41.66666666666667,0.0
REG102224,21-01-2021,2021,Maharashtra,Nagpur (MH-31),HCV,Truck,Tata Motors,Diesel,BS6,6700.0,2,3,False,True,44.73684210526316,100.0
REG102225,09-05-2020,2020,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1598.0,5,4,False,True,33.33333333333333,81.81818181818183
REG102226,04-10-2022,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Maruti Suzuki,Diesel,BS6,1462.0,5,2,False,True,28.57142857142857,100.0
REG102227,08-01-2021,2021,Punjab,Patiala (PB-11),4W,SUV,Hyundai,CNG,BS6,1197.0,8,3,True,True,38.46153846153847,100.0
REG102228,14-12-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Hero,CNG,BS6,250.0,2,3,True,True,42.857142857142854,95.23809523809523
REG102229,17-07-2020,2020,Karnataka,Belgaum (KA-22),LCV,Light Bus,Ashok Leyland,CNG,BS6,3298.0,9,4,True,True,37.5,83.33333333333334
REG102230,10-08-2023,2023,Telangana,Nizamabad (TS-05),4W,Sedan,MG,Diesel,BS6,2179.0,5,1,False,True,32.25806451612903,98.38709677419355
REG102231,01-08-2022,2022,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,3760.0,2,2,False,True,37.5,97.91666666666666
REG102232,04-06-2020,2020,Karnataka,Mysore (KA-09),2W,Moped,Honda,Petrol,BS6,160.0,2,4,False,True,37.5,83.33333333333334
REG102233,05-08-2021,2021,Tamil Nadu,Trichy (TN-45),4W,Hatchback,Honda,Diesel,BS6,1498.0,5,3,False,True,21.62162162162162,89.1891891891892
REG102234,01-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Suzuki,Petrol,BS6,200.0,2,1,False,True,32.83582089552239,100.0
REG102235,01-04-2024,2024,Rajasthan,Ajmer (RJ-01),4W,MUV,Tata Motors,Diesel,BS6,1197.0,6,0,False,True,41.02564102564102,100.0
REG102236,14-08-2023,2023,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG102237,10-07-2021,2021,Gujarat,Rajkot (GJ-03),2W,Scooter,Royal Enfield,EV,BS6,0.0,2,3,True,True,50.0,95.0
REG102238,04-01-2022,2022,Delhi,Delhi South (DL-09),2W,Motorcycle,Honda,Petrol,BS6,350.0,2,2,False,True,28.57142857142857,100.0
REG102239,02-11-2019,2019,Karnataka,Mysore (KA-09),2W,Moped,Yamaha,Petrol,BS4,100.0,2,5,False,False,31.32530120481928,9.63855421686747
REG102240,29-08-2024,2024,Maharashtra,Pune (MH-12),2W,Moped,TVS,Petrol,BS6,150.0,2,0,False,True,45.714285714285715,100.0
REG102241,02-10-2022,2022,Madhya Pradesh,Indore (MP-09),4W,MUV,MG,Petrol,BS6,1462.0,6,2,False,True,39.53488372093023,100.0
REG102242,08-12-2020,2020,Punjab,Amritsar (PB-02),4W,SUV,Renault,Diesel,BS6,1498.0,6,4,False,True,29.03225806451613,87.09677419354838
REG102243,17-06-2019,2019,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Honda,Petrol,BS4,350.0,2,5,False,False,44.44444444444444,7.4074074074074066
REG102244,22-11-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Hero,Petrol,BS6,100.0,2,0,False,True,41.02564102564102,100.0
REG102245,28-04-2021,2021,Rajasthan,Kota (RJ-20),4W,SUV,MG,Diesel,BS6,1598.0,6,3,False,True,42.857142857142854,95.23809523809523
REG102246,02-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Moped,Royal Enfield,Petrol,BS6,200.0,2,1,False,True,32.83582089552239,100.0
REG102247,15-04-2021,2021,Punjab,Amritsar (PB-02),4W,MUV,Mahindra,Petrol,BS6,800.0,7,3,False,True,38.46153846153847,100.0
REG102248,04-08-2019,2019,Delhi,Delhi North (DL-04),3W,Auto Rickshaw,Piaggio,CNG,BS4,200.0,3,5,True,False,17.647058823529413,11.76470588235294
REG102249,20-01-2024,2024,Kerala,Kochi (KL-07),2W,Moped,Ather,EV,BS6,0.0,2,0,True,True,36.17021276595745,100.0
REG102250,03-09-2021,2021,West Bengal,Asansol (WB-39),4W,Sedan,Renault,Petrol,BS6,1462.0,5,3,False,True,39.130434782608695,95.65217391304348
REG102251,10-06-2021,2021,Delhi,Delhi Central (DL-01),2W,Moped,Suzuki,Petrol,BS6,125.0,2,3,False,True,44.11764705882353,94.11764705882352
REG102252,25-04-2020,2020,Karnataka,Mangalore (KA-19),4W,MUV,Toyota,EV,BS6,0.0,5,4,True,True,37.5,83.33333333333334
REG102253,30-05-2023,2023,Karnataka,Belgaum (KA-22),4W,Hatchback,Toyota,Diesel,BS6,1498.0,5,1,False,True,37.17948717948718,99.14529914529915
REG102254,29-10-2022,2022,West Bengal,Kolkata (WB-01),4W,MUV,Honda,Petrol,BS6,1000.0,7,2,False,True,35.714285714285715,98.21428571428571
REG102255,19-11-2022,2022,Delhi,Delhi East (DL-02),4W,Sedan,Skoda,CNG,BS6,1968.0,5,2,True,True,28.57142857142857,100.0
REG102256,11-10-2018,2018,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Maruti Suzuki,Petrol,BS4,1598.0,5,6,False,False,54.54545454545454,0.0
REG102257,04-10-2019,2019,Delhi,Delhi South (DL-09),2W,Motorcycle,Yamaha,Petrol,BS4,150.0,2,5,False,False,17.647058823529413,11.76470588235294
REG102258,21-09-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,TVS,EV,BS6,0.0,2,3,True,True,30.76923076923077,94.87179487179486
REG102259,09-07-2022,2022,Gujarat,Gandhinagar (GJ-18),4W,MUV,Skoda,Diesel,BS6,2179.0,7,2,False,True,50.0,95.65217391304348
REG102260,27-01-2023,2023,Madhya Pradesh,Ujjain (MP-13),2W,Moped,TVS,EV,BS6,0.0,2,1,True,True,36.36363636363637,96.36363636363636
REG102261,06-12-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Moped,KTM,CNG,BS6,110.0,2,2,True,True,48.148148148148145,96.29629629629629
REG102262,11-02-2024,2024,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,Kinetic Green,EV,BS6,0.0,3,0,True,True,38.88888888888889,100.0
REG102263,06-08-2023,2023,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,TVS,CNG,BS6,225.0,3,1,True,True,32.83582089552239,100.0
REG102264,16-01-2023,2023,Telangana,Karimnagar (TS-01),OTH,Tractor,Mahindra,Diesel,BS6,4998.0,1,1,False,True,32.25806451612903,98.38709677419355
REG102265,02-10-2020,2020,Telangana,Nizamabad (TS-05),4W,Hatchback,Hyundai,CNG,BS6,1000.0,5,4,True,True,45.16129032258064,90.32258064516128
REG102266,20-10-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Ola Electric,EV,BS6,0.0,2,0,True,True,41.02564102564102,100.0
REG102267,04-08-2020,2020,Karnataka,Mangalore (KA-19),3W,Auto Rickshaw,TVS,CNG,BS6,225.0,3,4,True,True,37.5,83.33333333333334
REG102268,26-08-2023,2023,Rajasthan,Jaipur (RJ-14),4W,SUV,Renault,Diesel,BS6,800.0,7,1,False,True,32.83582089552239,100.0
REG102269,10-02-2022,2022,Delhi,Delhi East (DL-02),4W,Hatchback,Hyundai,Petrol,BS6,800.0,5,2,False,True,28.57142857142857,100.0
REG102270,28-06-2023,2023,Telangana,Warangal (TS-03),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523.0,9,1,False,True,32.25806451612903,98.38709677419355
REG102271,15-09-2023,2023,Kerala,Thrissur (KL-08),2W,Motorcycle,Ather,Petrol,BS6,110.0,2,1,False,True,30.508474576271187,96.61016949152543
REG102272,25-07-2023,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,Petrol,BS6,110.0,2,1,False,True,32.72727272727273,98.18181818181819
REG102273,21-04-2024,2024,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,Mahindra,CNG,BS6,250.0,3,0,True,True,41.02564102564102,100.0
REG102274,31-01-2020,2020,Kerala,Kollam (KL-02),2W,Motorcycle,Bajaj,Petrol,BS6,100.0,2,4,False,True,37.5,87.5
REG102275,19-08-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Hyundai,Diesel,BS6,1462.0,5,1,False,True,36.36363636363637,96.36363636363636
REG102276,02-07-2022,2022,Madhya Pradesh,Gwalior (MP-07),LCV,Pickup Van,Mahindra,CNG,BS6,3298.0,9,2,True,True,39.53488372093023,100.0
REG102277,03-05-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Ola Electric,Petrol,BS6,350.0,2,1,False,True,37.17948717948718,99.14529914529915
REG102278,29-11-2022,2022,West Bengal,Howrah (WB-13),3W,Auto Rickshaw,Atul Auto,EV,BS4,0.0,6,2,True,False,35.714285714285715,98.21428571428571
REG102279,12-05-2019,2019,Maharashtra,Nagpur (MH-31),HCV,Trailer,Ashok Leyland,Diesel,BS4,3760.0,2,5,False,False,36.84210526315789,5.263157894736842
REG102280,21-06-2023,2023,Karnataka,Bangalore Central (KA-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298.0,12,1,False,True,37.17948717948718,99.14529914529915
REG102281,01-01-2023,2023,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,Mahindra,Diesel,BS6,4998.0,1,1,False,True,36.84210526315789,100.0
REG102282,22-02-2022,2022,Delhi,Delhi Central (DL-01),2W,Scooter,Suzuki,Petrol,BS6,160.0,2,2,False,True,28.57142857142857,100.0
REG102283,31-10-2023,2023,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Hyundai,Diesel,BS6,1598.0,6,1,False,True,36.36363636363637,96.36363636363636
REG102284,04-12-2021,2021,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,3,True,True,44.73684210526316,100.0
REG102285,11-11-2023,2023,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Renault,Diesel,BS6,1462.0,5,1,False,True,36.36363636363637,96.36363636363636
REG102286,17-06-2020,2020,Gujarat,Vadodara (GJ-06),4W,SUV,Hyundai,EV,BS4,0.0,8,4,True,False,33.33333333333333,81.81818181818183
REG102287,11-10-2023,2023,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,400.0,2,1,False,True,41.509433962264154,96.22641509433963
REG102288,30-10-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Maruti Suzuki,Petrol,BS6,1498.0,5,3,False,True,32.88590604026846,94.63087248322147
REG102289,24-04-2023,2023,Telangana,Karimnagar (TS-01),2W,Scooter,KTM,EV,BS6,0.0,2,1,True,True,32.25806451612903,98.38709677419355
REG102290,30-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,KTM,Petrol,BS6,100.0,2,1,False,True,36.666666666666664,98.33333333333333
REG102291,03-08-2022,2022,Punjab,Chandigarh (CH-01),4W,Hatchback,Toyota,Petrol,BS6,800.0,5,2,False,True,39.21568627450981,98.0392156862745
REG102292,04-02-2024,2024,Telangana,Warangal (TS-03),2W,Scooter,Royal Enfield,Petrol,BS6,125.0,2,0,False,True,25.71428571428571,100.0
REG102293,24-05-2019,2019,Delhi,Delhi Central (DL-01),4W,SUV,MG,Diesel,BS4,1000.0,5,5,False,False,17.647058823529413,11.76470588235294
REG102294,09-07-2020,2020,Maharashtra,Nashik (MH-15),4W,SUV,Hyundai,CNG,BS6,1462.0,5,4,True,True,34.61538461538461,84.61538461538461
REG102295,14-03-2024,2024,Maharashtra,Aurangabad (MH-20),3W,Tempo,TVS,CNG,BS6,250.0,7,0,True,True,45.714285714285715,100.0
REG102296,22-10-2021,2021,West Bengal,Kolkata (WB-01),4W,MUV,Tata Motors,Hybrid,BS6,1968.0,6,3,True,True,39.130434782608695,95.65217391304348
REG102297,15-05-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Royal Enfield,Petrol,BS6,150.0,2,4,False,True,34.285714285714285,85.71428571428571
REG102298,15-07-2018,2018,Tamil Nadu,Salem (TN-30),2W,Moped,Ola Electric,Petrol,BS4,400.0,2,6,False,False,20.0,0.0
REG102299,24-07-2018,2018,Uttar Pradesh,Lucknow (UP-32),4W,Sedan,Maruti Suzuki,Diesel,BS4,2179.0,5,6,False,False,37.5,0.0
REG102300,20-07-2023,2023,Maharashtra,Pune (MH-12),4W,Hatchback,Skoda,Diesel,BS6,1968.0,5,1,False,True,32.72727272727273,98.18181818181819
REG102301,27-08-2018,2018,Karnataka,Belgaum (KA-22),2W,Scooter,Ather,EV,BS4,0.0,2,6,True,False,40.74074074074074,0.0
REG102302,07-01-2019,2019,Punjab,Amritsar (PB-02),2W,Motorcycle,KTM,Petrol,BS4,100.0,2,5,False,False,52.63157894736842,15.789473684210526
REG102303,20-08-2023,2023,West Bengal,Howrah (WB-13),4W,Hatchback,Mahindra,Hybrid,BS6,1197.0,5,1,True,True,45.0,97.5
REG102304,08-02-2023,2023,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ola Electric,Petrol,BS6,250.0,2,1,False,True,37.17948717948718,99.14529914529915
REG102305,23-05-2024,2024,West Bengal,Howrah (WB-13),2W,Motorcycle,Royal Enfield,Petrol,BS6,250.0,2,0,False,True,27.027027027027028,100.0
REG102306,21-08-2022,2022,Karnataka,Mangalore (KA-19),2W,Motorcycle,Ather,Petrol,BS6,160.0,2,2,False,True,43.333333333333336,96.66666666666667
REG102307,05-04-2021,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Bajaj,Hybrid,BS6,200.0,2,3,True,True,50.0,95.0
REG102308,18-05-2020,2020,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Tata Motors,Diesel,BS6,1000.0,5,4,False,True,34.285714285714285,85.71428571428571
REG102309,11-11-2024,2024,Kerala,Thiruvananthapuram (KL-01),4W,SUV,MG,Diesel,BS6,800.0,6,0,False,True,36.17021276595745,100.0
REG102310,29-08-2019,2019,Madhya Pradesh,Indore (MP-09),2W,Moped,Yamaha,Petrol,BS4,250.0,2,5,False,False,44.44444444444444,7.4074074074074066
REG102311,09-03-2024,2024,Karnataka,Mangalore (KA-19),4W,SUV,Renault,Petrol,BS6,1498.0,7,0,False,True,41.29032258064516,100.0
REG102312,24-02-2018,2018,Kerala,Kozhikode (KL-11),4W,SUV,Hyundai,Diesel,BS4,1000.0,7,6,False,False,36.36363636363637,0.0
REG102313,26-12-2022,2022,Telangana,Khammam (TS-07),HCV,Truck,Ashok Leyland,Diesel,BS6,5660.0,2,2,False,True,37.5,97.91666666666666
REG102314,20-04-2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,Suzuki,EV,BS6,0.0,2,1,True,True,32.25806451612903,98.38709677419355
REG102315,13-01-2021,2021,Uttar Pradesh,Lucknow (UP-32),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,12,3,False,True,30.76923076923077,94.87179487179486
REG102316,14-11-2018,2018,Madhya Pradesh,Ujjain (MP-13),OTH,Road Roller,Mahindra,Diesel,BS4,5329.0,2,6,False,False,34.78260869565217,0.0
REG102317,28-09-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG102318,03-10-2024,2024,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,Ashok Leyland,Diesel,BS6,5660.0,52,0,False,True,27.77777777777778,100.0
REG102319,28-09-2019,2019,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Ather,Petrol,BS4,250.0,2,5,False,False,27.27272727272727,0.0
REG102320,13-04-2019,2019,Rajasthan,Kota (RJ-20),2W,Motorcycle,Hero,Petrol,BS4,350.0,2,5,False,False,23.809523809523807,14.285714285714285
REG102321,21-04-2024,2024,Madhya Pradesh,Indore (MP-09),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523.0,9,0,False,True,48.837209302325576,100.0
REG102322,21-08-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Mahindra,Petrol,BS6,1462.0,5,1,False,True,32.72727272727273,98.18181818181819
REG102323,04-03-2023,2023,Punjab,Chandigarh (CH-01),2W,Moped,Ola Electric,Hybrid,BS6,160.0,2,1,True,True,33.33333333333333,100.0
REG102324,18-11-2021,2021,Karnataka,Mangalore (KA-19),4W,Hatchback,Skoda,Petrol,BS4,1197.0,5,3,False,False,32.88590604026846,94.63087248322147
REG102325,23-10-2022,2022,Tamil Nadu,Salem (TN-30),2W,Scooter,Ola Electric,CNG,BS4,350.0,2,2,True,False,48.148148148148145,96.29629629629629
REG102326,12-02-2021,2021,Kerala,Kollam (KL-02),2W,Motorcycle,Ather,CNG,BS6,400.0,2,3,True,True,37.254901960784316,94.11764705882352
REG102327,29-10-2018,2018,Uttar Pradesh,Varanasi (UP-65),OTH,Crane,TAFE,Diesel,BS4,4998.0,1,6,False,False,37.5,0.0
REG102328,12-02-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Honda,CNG,BS6,110.0,2,1,True,True,36.36363636363637,96.36363636363636
REG102329,13-05-2023,2023,Telangana,Hyderabad (TS-09),2W,Moped,Ola Electric,EV,BS6,0.0,2,1,True,True,32.25806451612903,98.38709677419355
REG102330,06-12-2020,2020,Telangana,Warangal (TS-03),4W,SUV,Tata Motors,Petrol,BS6,800.0,5,4,False,True,45.16129032258064,90.32258064516128
REG102331,14-06-2021,2021,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Royal Enfield,Petrol,BS6,250.0,2,3,False,True,42.857142857142854,95.23809523809523
REG102332,10-08-2021,2021,Punjab,Patiala (PB-11),4W,SUV,Skoda,EV,BS6,0.0,6,3,True,True,38.46153846153847,100.0
REG102333,09-01-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Moped,TVS,Petrol,BS6,125.0,2,0,False,True,36.17021276595745,100.0
REG102334,01-11-2020,2020,Kerala,Kollam (KL-02),HCV,Bus,Ashok Leyland,Diesel,BS6,5660.0,32,4,False,True,37.5,87.5
REG102335,14-05-2024,2024,Tamil Nadu,Salem (TN-30),2W,Moped,Yamaha,EV,BS6,0.0,2,0,True,True,38.88888888888889,100.0
REG102336,26-06-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,350.0,2,3,False,True,21.62162162162162,89.1891891891892
REG102337,12-03-2024,2024,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,Ola Electric,Petrol,BS6,400.0,2,0,False,True,45.714285714285715,100.0
REG102338,17-06-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,Suzuki,Petrol,BS6,200.0,2,1,False,True,30.508474576271187,96.61016949152543
REG102339,30-03-2019,2019,Punjab,Chandigarh (CH-01),2W,Scooter,Honda,Petrol,BS4,150.0,2,5,False,False,52.63157894736842,15.789473684210526
REG102340,25-09-2019,2019,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Hero,Petrol,BS4,125.0,2,5,False,False,36.84210526315789,5.263157894736842
REG102341,17-10-2024,2024,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS6,250.0,2,0,False,True,27.027027027027028,100.0
REG102342,12-09-2023,2023,Karnataka,Hubli (KA-25),2W,Motorcycle,Royal Enfield,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG102343,06-06-2021,2021,Uttar Pradesh,Agra (UP-80),2W,Moped,Royal Enfield,Petrol,BS6,125.0,2,3,False,True,30.76923076923077,94.87179487179486
REG102344,24-02-2023,2023,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,1,False,True,41.509433962264154,96.22641509433963
REG102345,15-04-2023,2023,Karnataka,Hubli (KA-25),2W,Scooter,KTM,CNG,BS6,160.0,2,1,True,True,37.17948717948718,99.14529914529915
REG102346,01-10-2019,2019,West Bengal,Howrah (WB-13),2W,Scooter,Ather,Petrol,BS4,125.0,2,5,False,False,42.10526315789473,10.526315789473683
